timestamp,speed,throttle,brake,rpm
21-May-2025 20:13:04,255,100,0,121
21-May-2025 20:13:04,201,0,100,200
21-May-2025 20:13:04,103,0,100,46
21-May-2025 20:13:04,102,59,0,153
21-May-2025 20:13:05,194,100,0,58
21-May-2025 20:13:05,171,0,100,0
21-May-2025 20:13:05,157,55,0,201
21-May-2025 20:13:05,234,100,0,135
21-May-2025 20:13:05,255,0,0,114
21-May-2025 20:13:05,104,11,0,170
21-May-2025 20:13:05,148,72,0,49
21-May-2025 20:13:05,229,100,0,207
21-May-2025 20:13:05,255,100,0,190
21-May-2025 20:13:05,255,0,0,157
21-May-2025 20:13:06,113,35,0,116
21-May-2025 20:13:06,206,100,0,27
21-May-2025 20:13:06,255,100,0,140
21-May-2025 20:13:06,255,100,0,90
21-May-2025 20:13:06,117,0,100,187
21-May-2025 20:13:06,65,25,0,181
21-May-2025 20:13:06,164,99,0,80
21-May-2025 20:13:06,238,99,0,213
21-May-2025 20:13:06,255,100,0,55
21-May-2025 20:13:07,255,100,0,183
21-May-2025 20:13:07,255,99,0,188
21-May-2025 20:13:07,255,0,0,71
21-May-2025 20:13:07,133,51,0,252
21-May-2025 20:13:07,205,100,0,43
21-May-2025 20:13:07,255,99,0,215
