timestamp,speed,throttle,brake,rpm
21-May-2025 20:12:59,255,98,0,61
21-May-2025 20:12:59,158,0,100,49
21-May-2025 20:13:00,89,0,100,197
21-May-2025 20:13:00,96,58,0,9
21-May-2025 20:13:00,189,99,0,19
21-May-2025 20:13:00,228,0,100,55
21-May-2025 20:13:00,131,48,0,247
21-May-2025 20:13:00,201,98,0,207
21-May-2025 20:13:00,255,98,0,128
21-May-2025 20:13:00,148,0,100,193
21-May-2025 20:13:00,111,67,0,164
21-May-2025 20:13:00,205,99,0,181
21-May-2025 20:13:01,255,98,0,74
21-May-2025 20:13:01,255,98,0,41
21-May-2025 20:13:01,127,0,100,56
21-May-2025 20:13:01,151,89,0,30
21-May-2025 20:13:01,232,98,0,171
21-May-2025 20:13:01,255,98,0,39
21-May-2025 20:13:01,89,1,100,240
21-May-2025 20:13:01,74,45,0,27
21-May-2025 20:13:01,194,99,0,78
21-May-2025 20:13:01,255,99,0,161
21-May-2025 20:13:02,255,98,0,168
21-May-2025 20:13:02,255,98,0,174
21-May-2025 20:13:02,255,86,0,157
21-May-2025 20:13:02,129,7,0,0
21-May-2025 20:13:02,179,99,0,13
21-May-2025 20:13:02,255,98,0,139
