timestamp,speed,throttle,brake,rpm
16-May-2025 10:01:20,255,100,0,79
16-May-2025 10:01:20,255,100,0,131
16-May-2025 10:01:20,255,100,0,38
16-May-2025 10:01:20,255,100,0,63
16-May-2025 10:01:20,85,0,0,165
16-May-2025 10:01:20,69,16,0,170
16-May-2025 10:01:20,184,100,0,217
16-May-2025 10:01:20,255,100,0,60
16-May-2025 10:01:20,255,100,0,137
16-May-2025 10:01:21,255,100,0,180
16-May-2025 10:01:21,255,100,0,80
16-May-2025 10:01:21,181,0,100,116
16-May-2025 10:01:21,110,50,0,3
16-May-2025 10:01:21,220,100,0,168
16-May-2025 10:01:21,224,0,100,73
16-May-2025 10:01:21,205,100,0,69
16-May-2025 10:01:21,255,100,100,28
16-May-2025 10:01:21,195,100,0,48
16-May-2025 10:01:21,252,100,0,130
16-May-2025 10:01:22,255,100,0,196
16-May-2025 10:01:22,255,100,0,150
16-May-2025 10:01:22,255,100,0,162
16-May-2025 10:01:22,190,0,100,108
16-May-2025 10:01:22,218,100,0,201
16-May-2025 10:01:22,255,100,0,67
16-May-2025 10:01:22,255,100,0,14
16-May-2025 10:01:22,255,100,0,144
16-May-2025 10:01:22,255,100,0,91
16-May-2025 10:01:22,234,0,100,75
16-May-2025 10:01:23,221,100,0,98
16-May-2025 10:01:23,255,100,0,16
16-May-2025 10:01:23,255,100,0,200
