timestamp,speed,throttle,brake,rpm
21-May-2025 20:12:40,255,100,0,246
21-May-2025 20:12:40,193,0,100,5
21-May-2025 20:12:40,91,1,0,240
21-May-2025 20:12:40,146,100,0,85
21-May-2025 20:12:40,238,100,0,231
21-May-2025 20:12:40,143,2,100,221
21-May-2025 20:12:40,179,100,0,252
21-May-2025 20:12:41,245,100,0,54
21-May-2025 20:12:41,255,0,0,251
21-May-2025 20:12:41,99,39,0,121
21-May-2025 20:12:41,179,100,0,5
21-May-2025 20:12:41,246,100,0,79
21-May-2025 20:12:41,255,100,0,73
21-May-2025 20:12:41,188,0,100,216
21-May-2025 20:12:41,153,88,0,199
21-May-2025 20:12:41,242,100,0,189
21-May-2025 20:12:41,255,100,0,225
21-May-2025 20:12:42,219,0,100,49
21-May-2025 20:12:42,63,28,0,249
21-May-2025 20:12:42,185,100,0,118
21-May-2025 20:12:42,246,100,0,46
21-May-2025 20:12:42,255,100,0,184
21-May-2025 20:12:42,255,100,0,29
21-May-2025 20:12:42,255,100,0,63
21-May-2025 20:12:42,255,100,0,36
21-May-2025 20:12:42,143,46,0,41
21-May-2025 20:12:42,233,100,0,68
21-May-2025 20:12:43,255,100,0,0
