timestamp,speed,throttle,brake,rpm
21-May-2025 20:12:45,255,100,0,95
21-May-2025 20:12:45,162,0,100,254
21-May-2025 20:12:45,89,0,100,204
21-May-2025 20:12:45,105,56,0,169
21-May-2025 20:12:45,210,100,0,110
21-May-2025 20:12:45,153,0,100,224
21-May-2025 20:12:45,162,78,0,172
21-May-2025 20:12:45,245,100,0,188
21-May-2025 20:12:45,180,0,100,56
21-May-2025 20:12:46,102,40,0,6
21-May-2025 20:12:46,182,99,0,223
21-May-2025 20:12:46,255,100,0,14
21-May-2025 20:12:46,255,100,0,107
21-May-2025 20:12:46,151,0,100,84
21-May-2025 20:12:46,142,59,0,230
21-May-2025 20:12:46,230,100,0,18
21-May-2025 20:12:46,255,100,0,44
21-May-2025 20:12:46,232,0,100,124
21-May-2025 20:12:46,67,0,0,163
21-May-2025 20:12:47,103,57,0,231
21-May-2025 20:12:47,218,100,0,3
21-May-2025 20:12:47,255,100,0,73
21-May-2025 20:12:47,255,100,0,47
21-May-2025 20:12:47,255,100,0,155
21-May-2025 20:12:47,255,100,0,225
21-May-2025 20:12:47,125,2,0,112
21-May-2025 20:12:47,181,100,0,226
21-May-2025 20:12:47,255,100,0,165
