timestamp,speed,throttle,brake,rpm
16-May-2025 14:38:53,255,100,0,66
16-May-2025 14:38:53,161,0,100,114
16-May-2025 14:38:54,86,0,0,8
16-May-2025 14:38:54,116,69,0,46
16-May-2025 14:38:54,211,100,0,197
16-May-2025 14:38:54,186,0,100,138
16-May-2025 14:38:54,155,50,0,28
16-May-2025 14:38:54,230,100,0,139
16-May-2025 14:38:54,255,53,0,112
16-May-2025 14:38:54,107,0,0,164
16-May-2025 14:38:54,146,73,0,90
16-May-2025 14:38:54,233,100,0,179
16-May-2025 14:38:55,255,100,0,36
16-May-2025 14:38:55,255,100,0,20
16-May-2025 14:38:55,122,0,0,56
16-May-2025 14:38:55,181,100,0,185
16-May-2025 14:38:55,249,100,0,26
16-May-2025 14:38:55,255,100,0,26
16-May-2025 14:38:55,187,0,100,9
16-May-2025 14:38:55,54,13,0,182
16-May-2025 14:38:55,122,92,0,63
16-May-2025 14:38:55,220,100,0,199
16-May-2025 14:38:56,255,100,0,32
16-May-2025 14:38:56,255,100,0,113
16-May-2025 14:38:56,255,100,0,209
16-May-2025 14:38:56,255,0,100,154
16-May-2025 14:38:56,130,38,0,244
16-May-2025 14:38:56,219,100,0,177
16-May-2025 14:38:56,255,100,0,126
