timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:52,255,100,0,172
16-May-2025 14:39:53,147,0,100,254
16-May-2025 14:39:53,93,0,100,5
16-May-2025 14:39:53,127,76,0,67
16-May-2025 14:39:53,230,100,0,146
16-May-2025 14:39:53,145,0,100,52
16-May-2025 14:39:53,139,36,0,221
16-May-2025 14:39:53,213,100,0,107
16-May-2025 14:39:53,248,100,0,17
16-May-2025 14:39:53,122,0,100,161
16-May-2025 14:39:54,127,61,0,243
16-May-2025 14:39:54,204,100,0,227
16-May-2025 14:39:54,255,100,0,223
16-May-2025 14:39:54,255,0,100,182
16-May-2025 14:39:54,122,0,100,153
16-May-2025 14:39:54,141,65,0,159
16-May-2025 14:39:54,230,100,0,215
16-May-2025 14:39:54,255,100,0,110
16-May-2025 14:39:54,238,0,100,16
16-May-2025 14:39:54,74,0,100,118
16-May-2025 14:39:54,106,63,0,9
16-May-2025 14:39:55,211,100,0,197
16-May-2025 14:39:55,255,100,0,62
16-May-2025 14:39:55,255,100,0,199
16-May-2025 14:39:55,255,100,0,74
16-May-2025 14:39:55,255,0,0,127
16-May-2025 14:39:55,126,0,100,99
16-May-2025 14:39:55,150,85,0,107
16-May-2025 14:39:55,255,100,0,221
