timestamp,speed,throttle,brake,rpm
16-May-2025 10:00:24,255,100,0,55
16-May-2025 10:00:24,255,100,0,21
16-May-2025 10:00:24,255,100,0,105
16-May-2025 10:00:24,255,100,0,171
16-May-2025 10:00:24,112,0,100,163
16-May-2025 10:00:24,71,1,0,233
16-May-2025 10:00:24,153,100,0,82
16-May-2025 10:00:24,235,100,0,38
16-May-2025 10:00:24,255,100,0,82
16-May-2025 10:00:24,255,100,0,34
16-May-2025 10:00:25,255,100,0,94
16-May-2025 10:00:25,255,100,0,110
16-May-2025 10:00:25,113,0,0,53
16-May-2025 10:00:25,196,100,0,224
16-May-2025 10:00:25,233,16,100,76
16-May-2025 10:00:25,221,100,0,23
16-May-2025 10:00:25,222,0,100,22
16-May-2025 10:00:25,227,100,0,53
16-May-2025 10:00:25,255,100,0,129
16-May-2025 10:00:25,255,100,0,27
16-May-2025 10:00:26,255,100,0,54
16-May-2025 10:00:26,255,100,0,188
16-May-2025 10:00:26,210,100,0,18
16-May-2025 10:00:26,255,100,0,10
16-May-2025 10:00:26,255,100,0,139
16-May-2025 10:00:26,255,100,0,129
16-May-2025 10:00:26,255,100,0,71
16-May-2025 10:00:26,255,2,100,132
16-May-2025 10:00:26,218,100,0,97
16-May-2025 10:00:26,255,100,0,70
16-May-2025 10:00:27,255,100,0,37
