timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:33,255,100,0,121
16-May-2025 14:39:33,201,0,100,200
16-May-2025 14:39:33,103,0,100,46
16-May-2025 14:39:33,102,59,0,153
16-May-2025 14:39:33,194,100,0,58
16-May-2025 14:39:33,171,0,100,0
16-May-2025 14:39:33,157,55,0,201
16-May-2025 14:39:33,234,100,0,135
16-May-2025 14:39:33,255,0,0,114
16-May-2025 14:39:33,104,11,0,170
16-May-2025 14:39:34,148,72,0,49
16-May-2025 14:39:34,229,100,0,207
16-May-2025 14:39:34,255,100,0,190
16-May-2025 14:39:34,255,0,0,157
16-May-2025 14:39:34,113,35,0,116
16-May-2025 14:39:34,206,100,0,27
16-May-2025 14:39:34,255,100,0,140
16-May-2025 14:39:34,255,100,0,90
16-May-2025 14:39:34,117,0,100,187
16-May-2025 14:39:35,65,25,0,181
16-May-2025 14:39:35,164,99,0,80
16-May-2025 14:39:35,238,99,0,213
16-May-2025 14:39:35,255,100,0,55
16-May-2025 14:39:35,255,100,0,183
16-May-2025 14:39:35,255,99,0,188
16-May-2025 14:39:35,255,0,0,71
16-May-2025 14:39:35,133,51,0,252
16-May-2025 14:39:35,205,100,0,43
16-May-2025 14:39:35,255,99,0,215
