timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:13,255,100,0,95
16-May-2025 14:39:13,162,0,100,254
16-May-2025 14:39:13,89,0,100,204
16-May-2025 14:39:13,105,56,0,169
16-May-2025 14:39:13,210,100,0,110
16-May-2025 14:39:14,153,0,100,224
16-May-2025 14:39:14,162,78,0,172
16-May-2025 14:39:14,245,100,0,188
16-May-2025 14:39:14,180,0,100,56
16-May-2025 14:39:14,102,40,0,6
16-May-2025 14:39:14,182,99,0,223
16-May-2025 14:39:14,255,100,0,14
16-May-2025 14:39:14,255,100,0,107
16-May-2025 14:39:14,151,0,100,84
16-May-2025 14:39:14,142,59,0,230
16-May-2025 14:39:15,230,100,0,18
16-May-2025 14:39:15,255,100,0,44
16-May-2025 14:39:15,232,0,100,124
16-May-2025 14:39:15,67,0,0,163
16-May-2025 14:39:15,103,57,0,231
16-May-2025 14:39:15,218,100,0,3
16-May-2025 14:39:15,255,100,0,73
16-May-2025 14:39:15,255,100,0,47
16-May-2025 14:39:15,255,100,0,155
16-May-2025 14:39:15,255,100,0,225
16-May-2025 14:39:16,125,2,0,112
16-May-2025 14:39:16,181,100,0,226
16-May-2025 14:39:16,255,100,0,165
