timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:37,255,100,0,151
16-May-2025 14:39:38,167,0,100,5
16-May-2025 14:39:38,93,0,100,77
16-May-2025 14:39:38,126,77,0,195
16-May-2025 14:39:38,220,100,0,136
16-May-2025 14:39:38,160,0,100,45
16-May-2025 14:39:38,176,100,0,207
16-May-2025 14:39:38,246,100,0,163
16-May-2025 14:39:38,236,73,100,248
16-May-2025 14:39:38,100,43,0,208
16-May-2025 14:39:39,176,100,0,39
16-May-2025 14:39:39,248,100,0,65
16-May-2025 14:39:39,255,100,0,172
16-May-2025 14:39:39,225,0,100,100
16-May-2025 14:39:39,122,74,0,30
16-May-2025 14:39:39,218,100,0,210
16-May-2025 14:39:39,255,100,0,59
16-May-2025 14:39:39,233,0,100,43
16-May-2025 14:39:39,67,0,0,61
16-May-2025 14:39:39,101,62,0,2
16-May-2025 14:39:39,198,100,0,97
16-May-2025 14:39:40,255,100,0,40
16-May-2025 14:39:40,255,100,0,185
16-May-2025 14:39:40,255,100,0,144
16-May-2025 14:39:40,255,100,0,198
16-May-2025 14:39:40,127,0,0,233
16-May-2025 14:39:40,158,94,0,72
16-May-2025 14:39:40,238,100,0,167
16-May-2025 14:39:40,255,100,0,39
