timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:03,255,100,0,10
16-May-2025 14:39:03,169,0,100,92
16-May-2025 14:39:03,94,0,100,72
16-May-2025 14:39:03,99,59,0,183
16-May-2025 14:39:04,196,100,0,48
16-May-2025 14:39:04,191,0,100,251
16-May-2025 14:39:04,144,79,0,47
16-May-2025 14:39:04,214,100,0,142
16-May-2025 14:39:04,255,100,0,82
16-May-2025 14:39:04,129,0,100,208
16-May-2025 14:39:04,128,73,0,0
16-May-2025 14:39:04,186,100,0,214
16-May-2025 14:39:04,241,100,0,89
16-May-2025 14:39:04,255,100,0,242
16-May-2025 14:39:05,217,0,100,139
16-May-2025 14:39:05,127,58,0,79
16-May-2025 14:39:05,201,100,0,35
16-May-2025 14:39:05,255,100,0,75
16-May-2025 14:39:05,255,0,0,135
16-May-2025 14:39:05,94,0,100,199
16-May-2025 14:39:05,90,55,0,66
16-May-2025 14:39:05,186,100,0,84
16-May-2025 14:39:05,255,100,0,243
16-May-2025 14:39:06,255,100,0,158
16-May-2025 14:39:06,255,100,0,167
16-May-2025 14:39:06,255,100,0,70
16-May-2025 14:39:06,174,0,100,43
16-May-2025 14:39:06,140,76,0,21
16-May-2025 14:39:06,239,100,0,11
16-May-2025 14:39:06,255,100,0,133
