timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:08,255,100,0,246
16-May-2025 14:39:08,193,0,100,5
16-May-2025 14:39:08,91,1,0,240
16-May-2025 14:39:09,146,100,0,85
16-May-2025 14:39:09,238,100,0,231
16-May-2025 14:39:09,143,2,100,221
16-May-2025 14:39:09,179,100,0,252
16-May-2025 14:39:09,245,100,0,54
16-May-2025 14:39:09,255,0,0,251
16-May-2025 14:39:09,99,39,0,121
16-May-2025 14:39:09,179,100,0,5
16-May-2025 14:39:09,246,100,0,79
16-May-2025 14:39:09,255,100,0,73
16-May-2025 14:39:10,188,0,100,216
16-May-2025 14:39:10,153,88,0,199
16-May-2025 14:39:10,242,100,0,189
16-May-2025 14:39:10,255,100,0,225
16-May-2025 14:39:10,219,0,100,49
16-May-2025 14:39:10,63,28,0,249
16-May-2025 14:39:10,185,100,0,118
16-May-2025 14:39:10,246,100,0,46
16-May-2025 14:39:10,255,100,0,184
16-May-2025 14:39:10,255,100,0,29
16-May-2025 14:39:11,255,100,0,63
16-May-2025 14:39:11,255,100,0,36
16-May-2025 14:39:11,143,46,0,41
16-May-2025 14:39:11,233,100,0,68
16-May-2025 14:39:11,255,100,0,0
