timestamp,speed,throttle,brake,rpm
16-May-2025 14:39:18,255,99,0,144
16-May-2025 14:39:18,155,0,100,249
16-May-2025 14:39:18,88,0,100,68
16-May-2025 14:39:18,116,63,0,82
16-May-2025 14:39:18,214,99,0,81
16-May-2025 14:39:18,149,0,100,105
16-May-2025 14:39:19,165,85,0,121
16-May-2025 14:39:19,244,99,0,132
16-May-2025 14:39:19,221,0,100,209
16-May-2025 14:39:19,103,42,0,22
16-May-2025 14:39:19,198,99,0,30
16-May-2025 14:39:19,255,98,0,60
16-May-2025 14:39:19,255,98,0,125
16-May-2025 14:39:19,154,0,100,84
16-May-2025 14:39:19,146,77,0,103
16-May-2025 14:39:19,231,98,0,174
16-May-2025 14:39:19,255,98,0,197
16-May-2025 14:39:20,213,0,100,116
16-May-2025 14:39:20,69,0,100,8
16-May-2025 14:39:20,80,48,0,58
16-May-2025 14:39:20,189,98,0,253
16-May-2025 14:39:20,255,98,0,213
16-May-2025 14:39:20,255,98,0,47
16-May-2025 14:39:20,255,98,0,194
16-May-2025 14:39:20,255,99,0,160
16-May-2025 14:39:20,255,0,100,192
16-May-2025 14:39:21,139,48,0,247
16-May-2025 14:39:21,238,98,0,123
16-May-2025 14:39:21,255,98,0,201
